48348438	9	t	370613	2012-07-22 20:46:38	12440932	"name"=>"Nowy Dwór", "highway"=>"residential"	{614159251,614159249,614159247,1834734065,614159245,1434289484,614159243,614159238,614159240,614159241,614159237,1701329797,615411785,615411783,615411805,615411796,615411795,615411803,615411801,615411799,1646068938}
48348438	10	t	370613	2012-09-27 16:53:45	13275351	"name"=>"Zamkowa", "highway"=>"residential"	{614159251,614159249,614159247,1834734065,614159245,1434289484,614159243,614159238}
48348438	11	t	976599	2012-10-23 10:54:52	13603106	"name"=>"Zamkowa", "bicycle"=>"yes", "highway"=>"residential"	{614159251,614159249,614159247,1834734065,614159245,1434289484,614159243,614159238}
48446387	6	t	370613	2012-07-23 20:56:00	12457791	"name"=>"Stawowa", "highway"=>"residential"	{614159307,1646038396,615412073,615412075,615412077,615412173,615412175,615412177,615412179,615412182,615412208,615412219,615412211,615412213,615412215,615412216,615412392,615412394,615412396,615412397,615412399,615412401,615412423,615412500,615412443,615412461,615412445,615412441,615412437,615412429,615412425,615412427,1778938468,615412405,615412407,1835872491,615412403,615412353,615412364,615412366,615412351,615412352,615412349,615412348,615412350,614145219}
48446387	7	t	370613	2012-09-27 16:53:44	13275351	"name"=>"Zamkowa", "highway"=>"residential"	{614159292,1834734074,1834734072,614159285,614159287,1834734070,1701329834,614159252,614159254,614159251,614159260,614159262,614159264,614159265,614159267,614159277,614159300,1646038392,1834734067,614159305,615412055,614159307,1646038396,615412073}
48446387	8	t	976599	2012-10-23 10:54:51	13603106	"name"=>"Zamkowa", "highway"=>"residential"	{614159292,1834734074,1834734072,614159285,614159287,1834734070,1701329834,614159252,614159254,614159251,614159260,614159262,614159264,1979226885,614159265,614159267,614159277,614159300,1646038392,1834734067,614159305,1979226891,615412055,614159307,1646038396,615412073}
130135829	1	t	491828	2011-09-16 12:42:25	9316273	"building"=>"yes"	{1434289432,1434289426,1434289412,1434289413,1434289432}
130135832	1	t	491828	2011-09-16 12:42:25	9316273	"building"=>"yes"	{1434289429,1434289414,1434289406,1434289411,1434289429}
130135832	2	t	370613	2012-09-27 16:53:44	13275351	"name"=>"Gminne Przedszkole Publiczne w Zebrzydowicach", "amenity"=>"kindergarten", "building"=>"yes"	{1434289429,1434289414,1434289406,1434289411,1434289429}
130658872	1	t	491828	2011-09-20 13:31:44	9351917	"building"=>"yes"	{1438371967,1438371964,1438371961,1438371965,1438371967}
130659021	1	t	491828	2011-09-20 13:32:09	9351917	"building"=>"yes"	{1438372109,1438372113,1438372108,1438372082,1438372085,1438372097,1438372088,1438372107,1438372111,1438372109}
130659021	2	t	370613	2012-09-27 16:53:44	13275351	"name"=>"Galeria Świstak", "shop"=>"mall", "building"=>"yes"	{1438372109,1438372113,1438372108,1438372082,1438372085,1438372097,1438372088,1438372107,1438372111,1438372109}
183195445	1	t	370613	2012-09-27 16:53:43	13275351	"name"=>"Nowy Dwór", "highway"=>"residential"	{614159238,614159240,614159241,614159237,1701329797,615411785,615411783,615411805,615411796,615411795,615411803,615411801,615411799,1646068938}
183195446	1	t	370613	2012-09-27 16:53:43	13275351	"name"=>"Stawowa", "highway"=>"residential"	{615412073,615412075,615412077,615412173,615412175,615412177,615412179,615412182,615412208,615412219,615412211,615412213,615412215,615412216,615412392,615412394,615412396,615412397,615412399,615412401,615412423,615412500,615412443,615412461,615412445,615412441,615412437,615412429,615412425,615412427,1778938468,615412405,615412407,1835872491,615412403,615412353,615412364,615412366,615412351,615412352,615412349,615412348,615412350,614145219}
