42841880	14123055	2012-10-15 11:04:11	13504265	W	185961533	2	MODIFY	t	f	f	\N	0102000020E610000004000000DECE19AC939C3240C4C1943776F04840038F1436A89C3240BFDC820074F0484016DBA4A2B19C3240015C7F0173F0484031BA17F3CE9C324073AD07DD6FF04840	0102000020E610000004000000DECE19AC939C3240C4C1943776F0484098906A33A99C324077E805E973F0484016DBA4A2B19C3240015C7F0173F0484031BA17F3CE9C324073AD07DD6FF04840	"highway"=>"service", "service"=>"parking_aisle"	\N	{1966515895,1966515891,1966519972,1966515889}	\N	\N	\N	\N	\N
42841879	14123055	2012-10-15 11:00:30	13504223	W	185961532	1	MODIFY	t	f	f	\N	0102000020E610000002000000038F1436A89C3240BFDC820074F0484065845C4EAE9C3240B6076BAD79F04840	0102000020E61000000200000098906A33A99C324077E805E973F0484065845C4EAE9C3240B6076BAD79F04840	"highway"=>"service", "service"=>"parking_aisle"	\N	{1966515891,1966515899}	\N	\N	\N	\N	\N
