614145219	3	t	740427	2012-07-17 22:17:35	12273461		0101000020E6100000E9B6E974C59F32407A8780E8EEF04840
614145219	4	t	370613	2012-07-23 20:56:04	12457791		0101000020E6100000CF4E0647C99F3240449C983FF0F04840
614159237	3	t	740427	2012-07-17 22:17:36	12273461		0101000020E6100000C8F951C36D9932400CC2267C00F14840
614159238	2	t	603395	2012-02-23 13:12:17	10768054		0101000020E61000005EF2E43F499A32403F8974E4EDF04840
614159238	3	t	370613	2012-07-23 20:23:01	12457379		0101000020E61000001DA732D6489A32409F91ADD3EDF04840
614159240	3	t	740427	2012-07-17 22:17:36	12273461		0101000020E6100000B53DD57CF0993240BB42C472F0F04840
614159241	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E61000007436D373C199324083932353F4F04840
614159243	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000F712190C649A324098E8E225EEF04840
614159245	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000692332079C9A32401EF34B0EE9F04840
614159247	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E610000097F2107CC29A324021393EFFE2F04840
614159249	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000E4816D69DA9A32407AAC1919E4F04840
614159251	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E61000006B7F677BF49A3240B38410EBE8F04840
614159252	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000CA67C3ABF69A3240468F29690FF14840
614159254	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E61000001122742BDF9A32404C2C3AA3F7F04840
614159260	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E61000005AD0C5F0229B3240EB8C94D2D8F04840
614159262	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E61000009FF29EB93D9B3240BB50AF4AD8F04840
614159264	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000487254C95B9B3240222290A6D5F04840
614159265	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E610000031FD01C57E9B3240557C8D6ECEF04840
614159267	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000CA65ED00999B324056CA7C51CCF04840
614159277	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E6100000A41EA2D11D9C3240BB1C65B3D9F04840
614159277	4	t	370613	2012-07-22 20:46:39	12440932		0101000020E61000007A43D0871D9C3240DE205A2BDAF04840
614159285	3	t	740427	2012-07-17 22:17:37	12273461		0101000020E61000001DB85E2E3D9B32403AA979D855F14840
614159287	3	t	740427	2012-07-17 22:17:38	12273461		0101000020E610000043A21A40099B32400E51E0F835F14840
614159287	4	t	370613	2012-07-22 20:46:39	12440932		0101000020E6100000D43A600D069B32405DF45F3134F14840
614159292	2	t	603395	2012-04-04 16:31:59	11179375		0101000020E61000009FE8BAF0839B32409E9218A99CF14840
614159300	2	t	603395	2012-02-24 20:24:37	10782061		0101000020E6100000052D6EED8E9C3240A74C20DBE8F04840
614159300	3	t	370613	2012-07-22 20:46:39	12440932		0101000020E610000088F71C588E9C32401273A48EE9F04840
614159305	3	t	740427	2012-07-17 22:17:38	12273461		0101000020E6100000044AF9FF279D324017331D95F6F04840
614159305	4	t	370613	2012-07-22 20:46:40	12440932		0101000020E61000001D44C6FE0D9D3240D0E27B35F6F04840
614159307	2	t	603395	2012-02-24 20:24:37	10782061		0101000020E61000008B5F67F9709D3240D79AF749FFF04840
615411783	1	t	163896	2010-01-17 13:39:02	3640978		0101000020E61000007A24B9574199324065E256410CF14840
615411785	1	t	163896	2010-01-17 13:39:02	3640978		0101000020E610000087C77E164B9932405CA8A1B206F14840
615411795	1	t	163896	2010-01-17 13:39:02	3640978		0101000020E6100000ABE408BE0E993240DA48C8F610F14840
615411796	1	t	163896	2010-01-17 13:39:02	3640978		0101000020E61000000CEBC6BB23993240505F854A12F14840
615411799	1	t	163896	2010-01-17 13:39:02	3640978		0101000020E6100000A4422BE6D69832401033EA10EEF04840
615411801	1	t	163896	2010-01-17 13:39:02	3640978		0101000020E6100000864666E4E2983240F74F81DDFAF04840
615411803	1	t	163896	2010-01-17 13:39:03	3640978		0101000020E610000003FE3A81FA98324066BA7C900AF14840
615411805	1	t	163896	2010-01-17 13:39:03	3640978		0101000020E6100000CD30FF3229993240A4ED4E2D11F14840
615412055	2	t	491828	2011-09-20 13:33:26	9351917		0101000020E610000079B130444E9D32404591A45AFAF04840
615412055	3	t	467703	2012-02-25 22:50:27	10793085		0101000020E6100000882F1345489D32409F80817BF9F04840
615412073	1	t	163896	2010-01-17 13:39:09	3640978		0101000020E6100000B881F1C28C9D324090EE31A2FEF04840
615412073	2	t	603395	2012-02-24 20:24:38	10782061		0101000020E6100000C59448A2979D324019ECE126FEF04840
615412075	1	t	163896	2010-01-17 13:39:09	3640978		0101000020E610000038F581E49D9D3240C9505FE003F14840
615412075	2	t	603395	2012-02-24 20:24:38	10782061		0101000020E61000000E56F723A09D324040C978EF03F14840
615412077	1	t	163896	2010-01-17 13:39:09	3640978		0101000020E610000066564A2AAE9D3240EC85A7FC10F14840
615412173	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E6100000E43FEE6CD99D32404D4AE6FD24F14840
615412175	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E610000083AF4390DE9D324017B02EB830F14840
615412177	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E6100000C9827813329E32400AA69A594BF14840
615412179	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E61000003A782634499E3240FC33283F4EF14840
615412182	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E6100000E6DB7179629E3240507A3AB24DF14840
615412208	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E61000007EC85BAE7E9E3240D8B969334EF14840
615412211	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E610000095FA0D6EC69E324004F2DBC655F14840
615412213	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E610000040F44993F79E32402F91668753F14840
615412215	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E6100000F2A43B3E109F3240BA3E62AA4FF14840
615412216	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E6100000CE78B6A2289F32405A9D41E845F14840
615412219	1	t	163896	2010-01-17 13:39:12	3640978		0101000020E6100000EF70E07AB99E324087A2E5E555F14840
615412348	1	t	163896	2010-01-17 13:39:15	3640978		0101000020E6100000965BFF5316A03240036ECCA1FBF04840
615412349	1	t	163896	2010-01-17 13:39:15	3640978		0101000020E61000001B193FE834A032404323D8B8FEF04840
615412350	1	t	163896	2010-01-17 13:39:15	3640978		0101000020E6100000C083FAF1F29F324076977ACCF6F04840
615412351	1	t	163896	2010-01-17 13:39:15	3640978		0101000020E6100000E93F10C589A03240FA84477600F14840
