243533201	1	t	17587	2008-01-26 21:48:47	697237		0101000020E610000063C6CA1E571F33409FD4F25E10C24740
243533201	2	t	68106	2009-03-22 11:16:04	845798		0101000020E610000063C6CA1E571F33409FD4F25E10C24740
243533201	3	t	193033	2009-11-03 10:37:48	3023163		0101000020E610000063C6CA1E571F33409FD4F25E10C24740
243533201	4	t	55843	2011-08-06 12:44:01	8937304		0101000020E6100000684FB80D591F33402C55585F13C24740
243533243	1	t	17587	2008-01-26 21:49:08	697237		0101000020E610000085BF153F7C1F334074EA6FAE06C24740
243533243	2	f	17587	2008-01-26 21:50:10	697237		0101000020E610000085BF153F7C1F334074EA6FAE06C24740
243533244	1	t	17587	2008-01-26 21:49:08	697237		0101000020E6100000044BBF8E492033405E51A5C1C8C14740
243533244	2	t	68106	2009-03-22 11:23:10	845798		0101000020E6100000044BBF8E492033405E51A5C1C8C14740
243533244	3	t	68106	2009-04-04 09:55:18	166496		0101000020E6100000044BBF8E492033405E51A5C1C8C14740
243533244	4	t	68106	2009-04-04 09:55:55	166496		0101000020E6100000044BBF8E492033405E51A5C1C8C14740
243533244	5	t	68106	2009-04-04 09:56:08	166496		0101000020E6100000044BBF8E492033405E51A5C1C8C14740
243533244	7	t	722137	2012-07-20 03:19:46	12357933		0101000020E6100000044BBF8E492033405E51A5C1C8C14740
243533245	1	t	17587	2008-01-26 21:49:08	697237		0101000020E6100000FDE5EECE352133400E1C2B8C88C14740
243533245	2	t	17587	2008-01-26 21:49:45	697237		0101000020E6100000548C987E2E2133408C2FDAE385C14740
243533245	3	t	327853	2010-09-25 01:51:59	5867636		0101000020E61000002E1AD76432213340B005BD3786C14740
243533303	1	t	17587	2008-01-26 21:49:45	697237		0101000020E61000003B9AD99DA4213340D169CCDA5CC14740
243533303	2	t	68106	2009-04-04 09:52:38	166496		0101000020E61000003B9AD99DA4213340D169CCDA5CC14740
243533303	3	t	115499	2009-04-11 01:33:33	429358		0101000020E61000003B9AD99DA4213340D169CCDA5CC14740
243533303	5	t	327853	2010-08-08 02:54:22	5429264		0101000020E61000001BE54F0AA9213340EFDE9BF05CC14740
243533303	6	t	327853	2010-08-08 03:50:15	5429349		0101000020E610000027DBC01DA8213340A16F664F5DC14740
243533303	7	t	327853	2010-09-25 01:51:59	5867636		0101000020E6100000E7AFEB72A5213340BFD0C88C5CC14740
243533303	8	t	55843	2011-08-06 12:44:01	8937304		0101000020E610000099CAEC3DA6213340FAB42F455EC14740
979008089	1	t	264461	2010-11-06 14:49:49	6302569		0101000020E6100000800173E3CC1F3340CE57C9C7EEC14740
979008089	2	t	55843	2011-08-06 12:44:35	8937304		0101000020E61000001FD95C35CF1F334050EE2D9BEFC14740
979008268	1	t	264461	2010-11-06 14:49:52	6302569		0101000020E6100000742A1900AA2033409B971EA8AEC14740
979008358	1	t	264461	2010-11-06 14:49:54	6302569		0101000020E610000055771B8AF1203340476D2C7299C14740
979008368	1	t	264461	2010-11-06 14:49:54	6302569		0101000020E61000005FDACB118D1F33406B82A8FB00C24740
979008368	2	t	55843	2011-08-06 12:44:36	8937304		0101000020E6100000EB96789B921F334046161F5503C24740
