13275351	2012-09-27 16:53:44	36158	22259	16	{7535995,7535994}	{0107000020E610000000000000:0105000020E610000002000000010200000006000000DA812F0385A032406596E67927F14840FF0A992B83A0324058C4550A26F148401ED48F977FA032404E2844C021F1484065F0E65F81A032408C38F81D1EF1484011DB27918EA03240676D09AF13F148400000000098A03240E15ECB3A0CF148400102000000070000000000000098A032400258AE6604F14840E93F10C589A03240FA84477600F148404EA555E35BA03240A19BA2C8FFF048401B193FE834A032404323D8B8FEF04840965BFF5316A03240036ECCA1FBF04840C083FAF1F29F324076977ACCF6F04840CF4E0647C99F3240449C983FF0F04840}	{0105000020E61000000200000001020000000600000060A3DE2184A032406596E67927F14840FF0A992B83A0324058C4550A26F148401ED48F977FA032404E2844C021F1484065F0E65F81A032408C38F81D1EF1484011DB27918EA03240676D09AF13F148400000000098A03240E15ECB3A0CF148400102000000070000000000000098A032400258AE6604F14840E93F10C589A03240FA84477600F148404EA555E35BA03240A19BA2C8FFF048401B193FE834A032404323D8B8FEF04840965BFF5316A03240036ECCA1FBF04840C083FAF1F29F324076977ACCF6F04840E9B6E974C59F32407A8780E8EEF04840:NULL}
13275351	2012-09-27 16:53:45	36153	22259	16	{7535997,7535993}	{0107000020E610000000000000:0102000020E61000000C0000000000000090993240F060A182FBF04840C8F951C36D9932400CC2267C00F1484088388C3853993240A4A2563D05F1484087C77E164B9932405CA8A1B206F148407A24B9574199324065E256410CF14840CD30FF3229993240A4ED4E2D11F148400CEBC6BB23993240505F854A12F14840ABE408BE0E993240DA48C8F610F1484003FE3A81FA98324066BA7C900AF14840864666E4E2983240F74F81DDFAF04840A4422BE6D69832401033EA10EEF04840E5E90198D7983240890563E9E8F04840}	{0102000020E61000000C0000000000000090993240F060A182FBF04840C8F951C36D9932400CC2267C00F1484088388C3853993240A4A2563D05F1484087C77E164B9932405CA8A1B206F148407A24B9574199324065E256410CF14840CD30FF3229993240A4ED4E2D11F148400CEBC6BB23993240505F854A12F14840ABE408BE0E993240DA48C8F610F1484003FE3A81FA98324066BA7C900AF14840864666E4E2983240F74F81DDFAF04840A4422BE6D69832401033EA10EEF04840E5E90198D7983240BF1E5DB6E7F04840:NULL}
13275351	2012-09-27 16:53:44	36157	22259	16	{7535995,7535994}	{0107000020E610000000000000:0102000020E61000000300000000000000C89D3240341D08EF1CF14840E43FEE6CD99D32404D4AE6FD24F14840C5E49183DA9D32406596E67927F14840}	{0102000020E61000000300000000000000C89D3240341D08EF1CF14840E43FEE6CD99D32404D4AE6FD24F14840C5E49183DA9D32406596E67927F14840:NULL}
13275351	2012-09-27 16:53:44	36159	22259	16	{7535995,7535994}	{0107000020E610000000000000:0102000020E6100000040000000000000098A03240E15ECB3A0CF14840C3120F289BA032404F6441BC09F1484086AC6EF59CA03240699E12C605F148400000000098A032400258AE6604F14840}	{0102000020E6100000040000000000000098A03240E15ECB3A0CF14840C3120F289BA032404F6441BC09F1484086AC6EF59CA03240699E12C605F148400000000098A032400258AE6604F14840:NULL}
13275351	2012-09-27 16:53:44	36155	22258	16	{7535995}	{0102000020E6100000070000005AB67660829B3240CB41DC739BF1484025010FB1669B32405DD94F1086F148404774CFBA469B32400C2659E25CF148401DB85E2E3D9B32403AA979D855F14840D43A600D069B32405DF45F3134F148401962ABBAFD9A3240F89B3F5C28F14840420F8B7FFD9A32406596E67927F14840}	{0107000020E610000000000000}
13275351	2012-09-27 16:53:45	36154	22259	16	{7535997,7535995,7535993}	{0102000020E6100000080000006B7F677BF49A3240B38410EBE8F04840E4816D69DA9A32407AAC1919E4F0484097F2107CC29A324021393EFFE2F04840BFE3CA8FAE9A32404451A04FE4F04840692332079C9A32401EF34B0EE9F04840375BD482729A3240E110AAD4ECF04840F712190C649A324098E8E225EEF048401DA732D6489A32409F91ADD3EDF04840:0102000020E61000000500000000000000F89A324074997DB213F14840CA67C3ABF69A3240468F29690FF148401122742BDF9A32404C2C3AA3F7F048406B7F677BF49A3240B38410EBE8F0484000000000F89A3240D0150DB3E7F04840:0102000020E6100000040000001DA732D6489A32409F91ADD3EDF04840B53DD57CF0993240BB42C472F0F048407436D373C199324083932353F4F048400000000090993240F060A182FBF04840}	{0102000020E61000000B0000006B7F677BF49A3240B38410EBE8F04840E4816D69DA9A32407AAC1919E4F0484097F2107CC29A324021393EFFE2F04840BFE3CA8FAE9A32404451A04FE4F04840692332079C9A32401EF34B0EE9F04840375BD482729A3240E110AAD4ECF04840F712190C649A324098E8E225EEF048405EF2E43F499A32403F8974E4EDF04840B53DD57CF0993240BB42C472F0F048407436D373C199324083932353F4F048400000000090993240F060A182FBF04840:0107000020E610000000000000:NULL}
13275351	2012-09-27 16:53:44	36155	22259	16	{7535995}	{0105000020E610000002000000010200000003000000420F8B7FFD9A32406596E67927F1484015B1E31AFA9A32405E08837C1AF1484000000000F89A324074997DB213F1484001020000000800000000000000F89A3240D0150DB3E7F048405AD0C5F0229B3240EB8C94D2D8F048409FF29EB93D9B3240BB50AF4AD8F04840487254C95B9B3240222290A6D5F0484031FD01C57E9B3240557C8D6ECEF04840CA65ED00999B324056CA7C51CCF048407A43D0871D9C3240DE205A2BDAF0484000000000609C32400EC45E3CE3F04840}	{0107000020E610000000000000}
13275351	2012-09-27 16:53:44	36156	22260	16	{7535996}	{0102000020E61000000A00000077D77ED70C9D3240D385FD439FF04840179BFB500E9D3240A88A4E3BA1F048400A4FE8F5279D324097C9703C9FF04840BF6D5CB5219D324036F405E396F04840A33AC20E089D324047B5E3E198F04840C07B478D099D3240C3B6EADF9AF048404AFDAB7DF09C3240A6FF9BCD99F04840B086D569EE9C3240E538A6DD9EF048408385387B0C9D324037D5A425A0F0484077D77ED70C9D3240D385FD439FF04840}	{0102000020E61000000A00000077D77ED70C9D3240D385FD439FF04840179BFB500E9D3240A88A4E3BA1F048400A4FE8F5279D324097C9703C9FF04840BF6D5CB5219D324036F405E396F04840A33AC20E089D324047B5E3E198F04840C07B478D099D3240C3B6EADF9AF048404AFDAB7DF09C3240A6FF9BCD99F04840B086D569EE9C3240E538A6DD9EF048408385387B0C9D324037D5A425A0F0484077D77ED70C9D3240D385FD439FF04840}
13275351	2012-09-27 16:53:44	36157	22258	16	{7535995,7535994}	{0107000020E610000000000000:0102000020E61000000C000000C5E49183DA9D32406596E67927F1484083AF4390DE9D324017B02EB830F14840C9827813329E32400AA69A594BF148403A782634499E3240FC33283F4EF14840E6DB7179629E3240507A3AB24DF148407EC85BAE7E9E3240D8B969334EF14840EF70E07AB99E324087A2E5E555F1484095FA0D6EC69E324004F2DBC655F1484040F44993F79E32402F91668753F14840F2A43B3E109F3240BA3E62AA4FF14840CE78B6A2289F32405A9D41E845F1484000000000309F3240C2BE003945F14840}	{0102000020E61000000C000000C5E49183DA9D32406596E67927F1484083AF4390DE9D324017B02EB830F14840C9827813329E32400AA69A594BF148403A782634499E3240FC33283F4EF14840E6DB7179629E3240507A3AB24DF148407EC85BAE7E9E3240D8B969334EF14840EF70E07AB99E324087A2E5E555F1484095FA0D6EC69E324004F2DBC655F1484040F44993F79E32402F91668753F14840F2A43B3E109F3240BA3E62AA4FF14840CE78B6A2289F32405A9D41E845F1484000000000309F3240C2BE003945F14840:NULL}
13275351	2012-09-27 16:53:44	36158	22258	16	{7535995,7535994}	{0107000020E610000000000000:0102000020E61000001400000000000000309F3240C2BE003945F1484020048992359F3240FBF664B444F14840B3CE9D05469F3240B8CD548847F1484011397D3D5F9F3240FB5B02F04FF148404998B388729F32404C76C7BD54F14840C62D3075A19F3240EEAA51595EF14840D9FB43E9C19F324075C46BA862F14840F62C639EF09F32408225B26A6BF14840BDE2A9471AA032403F86D8AA6EF14840F63F65A142A0324016551A8C6CF148406DDEDD6F59A03240EE3D01B969F14840D94125AE63A032407D40A03369F148401AB5B1C865A0324001C9CFA167F148407CE4C57883A032404F2157EA59F14840A9CC83AA87A032400BE35DE454F148408C8BFE2B86A032407A2D324B4CF14840F08CB62A89A032406EECC84741F148409401FB438EA03240038FB97C35F148400CAE5EEA8CA03240017AD0A22DF14840DA812F0385A032406596E67927F14840}	{0102000020E61000001400000000000000309F3240C2BE003945F1484020048992359F3240FBF664B444F14840B3CE9D05469F3240B8CD548847F1484011397D3D5F9F3240FB5B02F04FF148404998B388729F32404C76C7BD54F14840C62D3075A19F3240EEAA51595EF14840D9FB43E9C19F324075C46BA862F14840F62C639EF09F32408225B26A6BF14840BDE2A9471AA032403F86D8AA6EF14840F63F65A142A0324016551A8C6CF148406DDEDD6F59A03240EE3D01B969F14840D94125AE63A032407D40A03369F148401AB5B1C865A0324001C9CFA167F148407CE4C57883A032404F2157EA59F14840A9CC83AA87A032400BE35DE454F148408C8BFE2B86A032407A2D324B4CF14840F08CB62A89A032406EECC84741F148400EA661F888A0324009DC5FE234F1484073B389DD88A032407806578A2EF1484060A3DE2184A032406596E67927F14840:NULL}
13275351	2012-09-27 16:53:44	36155	22257	16	{7535995}	{0102000020E6100000020000009FE8BAF0839B32409E9218A99CF148405AB67660829B3240CB41DC739BF14840}	{0107000020E610000000000000}
13275351	2012-09-27 16:53:44	36156	22259	16	{7535995,7535994}	{0102000020E61000000900000000000000609C32400EC45E3CE3F0484088F71C588E9C32401273A48EE9F04840D4F19881CA9C32403C9FA63BF4F04840E7E786A6EC9C3240E86C01A1F5F048401D44C6FE0D9D3240D0E27B35F6F04840882F1345489D32409F80817BF9F048408B5F67F9709D3240D79AF749FFF048404BBF8E49909D324078503F5EFEF04840C59448A2979D324019ECE126FEF04840:0102000020E610000004000000C59448A2979D324019ECE126FEF048400E56F723A09D324040C978EF03F1484066564A2AAE9D3240EC85A7FC10F1484000000000C89D3240341D08EF1CF14840}	{0102000020E6100000060000008B5F67F9709D3240D79AF749FFF048404BBF8E49909D324078503F5EFEF04840C59448A2979D324019ECE126FEF048400E56F723A09D324040C978EF03F1484066564A2AAE9D3240EC85A7FC10F1484000000000C89D3240341D08EF1CF14840:NULL}
13275351	2012-09-27 16:53:44	18077	11128	15	{}	{}	{}
13275351	2012-09-27 16:53:45	18076	11129	15	{}	{}	{}
13275351	2012-09-27 16:53:44	18079	11129	15	{}	{}	{}
13275351	2012-09-27 16:53:45	18077	11129	15	{}	{}	{}
13275351	2012-09-27 16:53:44	18078	11130	15	{}	{}	{}
13275351	2012-09-27 16:53:44	18078	11129	15	{}	{}	{}
13275351	2012-09-27 16:53:44	9039	5564	14	{}	{}	{}
13275351	2012-09-27 16:53:45	9038	5564	14	{}	{}	{}
13275351	2012-09-27 16:53:44	9039	5565	14	{}	{}	{}
13275351	2012-09-27 16:53:45	4519	2782	13	{}	{}	{}
13275351	2012-09-27 16:53:45	2259	1391	12	{}	{}	{}
13275351	2012-09-27 16:53:45	1129	695	11	{}	{}	{}
13275351	2012-09-27 16:53:45	564	347	10	{}	{}	{}
13275351	2012-09-27 16:53:45	282	173	9	{}	{}	{}
13275351	2012-09-27 16:53:45	141	86	8	{}	{}	{}
13275351	2012-09-27 16:53:45	70	43	7	{}	{}	{}
13275351	2012-09-27 16:53:45	35	21	6	{}	{}	{}
13275351	2012-09-27 16:53:45	17	10	5	{}	{}	{}
13275351	2012-09-27 16:53:45	8	5	4	{}	{}	{}
13275351	2012-09-27 16:53:45	4	2	3	{}	{}	{}
13275351	2012-09-27 16:53:45	2	1	2	{}	{}	{}
