52171599	9769694	2011-08-07 08:10:00	8944743	W	27833723	7	AFFECT	t	f	f	\N	0102000020E610000004000000F75388EC280F3340F4380CE6AFC44740A9C1340C1F0F3340C031BA72ACC44740BF1C2C52170F3340FC4FA335ABC44740C6387F130A0F3340DE08E643ABC44740	0102000020E610000004000000224F37F5260F3340EEC38BCFAEC44740A9C1340C1F0F3340C031BA72ACC44740110F176F1A0F334091E16712ABC44740C6387F130A0F3340DE08E643ABC44740	"is_in"=>"Budapest", "layer"=>"1", "bridge"=>"yes", "oneway"=>"yes", "highway"=>"primary_link"	\N	{60762295,1389253042,449436392,60001467}	\N	\N	\N	\N	\N
52171598	9769694	2011-07-12 17:25:22	8705646	W	8108663	8	AFFECT	t	f	f	\N	0102000020E6100000040000003F4D77E8050F33409A5A5B1DA5C4474055C554FA090F33408410902FA1C44740BE13B35E0C0F33400E8A41BB9EC447404D101A660D0F33404D16F71F99C44740	0102000020E6100000040000003F4D77E8050F33409A5A5B1DA5C44740BA765897090F3340AEEB6179A1C44740BE13B35E0C0F33400E8A41BB9EC447407CF0DAA50D0F33409A7FF44D9AC44740	"is_in"=>"Budapest", "layer"=>"1", "bridge"=>"yes", "oneway"=>"yes", "highway"=>"primary_link"	\N	{41484882,1359725316,449436390,60762652}	\N	\N	\N	\N	\N
