42049560	14337961	2012-12-19 23:32:13	14337961	W	159790505	2	DELETE	t	t	t	\N	\N	0102000020E610000007000000F49F7FCC18D65DC01E9E6F5523644A40C6E2378515D65DC0AA12656F29644A404AB0DDE206D65DC0C5AC174339644A407FE8386DFCD55DC048CDB2823A644A4058ACE122F7D55DC0D4A304583F644A40828A4FA6F6D55DC0ED14AB0661644A4037583849F3D55DC065123F106A644A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718865089,1718865198,1718865531,1718865569,1718865644,1718866393,1718866607}	\N	\N	\N	\N
42049559	14337961	2012-12-19 23:32:13	14337961	W	159790337	2	DELETE	t	t	t	\N	\N	0102000020E61000000A0000000E9C7D2F4FD85DC04EF2237EC5604A402EAAEA8A3ED85DC04ED53DB2B9604A404EE9AA8A3AD85DC06CBD95DBAC604A407B6CCB8033D85DC0AACD4939A9604A4007239B502DD85DC0DFC325C79D604A4015538E6E29D85DC0BCABC3769C604A40DC4C857824D85DC0D15FE811A3604A40ABB9371A1BD85DC03D9A8F108A604A4067F107A815D85DC03ADB920B84604A400100000000D85DC0CC65A3737E604A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718855313,1718855211,1718855076,1718855044,1718854942,1718854928,1718854981,1718854754,1718854657,1718854540}	\N	\N	\N	\N
42049558	14337961	2012-12-19 23:32:13	14337961	N	2024241260	2	DELETE	f	t	\N	\N	0101000020E61000007E4F519A72085EC09184D8F4FBB64A40	\N		"name"=>"Montagnes Rocheuses", "source"=>"NRCan-CanVec-10.0", "name:en"=>"Rocky Mountains", "name:fr"=>"Montagnes Rocheuses", "natural"=>"peak"	\N	\N	\N	\N	\N	\N
42049557	14337961	2012-12-19 23:32:13	14337961	N	2024241256	2	DELETE	f	t	\N	\N	0101000020E610000055BFD2F9700B5EC097D0B8CBD9B24A40	\N		"name"=>"Mount Monroe", "source"=>"NRCan-CanVec-10.0", "natural"=>"peak"	\N	\N	\N	\N	\N	\N
42049556	14337961	2012-12-19 23:32:13	14337961	N	2024241252	2	DELETE	f	t	\N	\N	0101000020E610000099B624ACB2105EC04562821ABEAB4A40	\N		"name"=>"Lamming Mills", "fixme"=>"Place type may not be valid", "place"=>"locality", "source"=>"NRCan-CanVec-10.0"	\N	\N	\N	\N	\N	\N
42049555	14337961	2012-12-19 23:32:12	14337961	W	191863400	2	DELETE	t	t	t	\N	\N	0102000020E610000004000000F355F2B1BB0F5EC00000000000B04A4008B76BF8CC0F5EC0FF7B4B9418B04A40A7913B11E90F5EC0283B472E49B04A400000000000105EC07A257FE662B04A40		"name"=>"Mountain View Road", "lanes"=>"2", "source"=>"NRCan-CanVec-10.0", "highway"=>"residential", "surface"=>"paved"	{}	{2024293716,2024294115,2024294712,2024295065}	\N	\N	\N	\N
42049554	14337961	2012-12-19 23:32:12	14337961	W	191863242	2	DELETE	t	t	t	\N	\N	0102000020E610000002000000AD8FE2772E105EC009A69A594BA84A400000000000105EC0807AD8B04BA84A40		"name"=>"Little Bell Road", "lanes"=>"2", "source"=>"NRCan-CanVec-10.0", "highway"=>"residential", "surface"=>"paved"	{}	{2024267251,2024267257}	\N	\N	\N	\N
42049553	14337961	2012-12-19 23:32:12	14337961	W	159790501	2	DELETE	t	t	t	\N	\N	0102000020E61000000600000090691261E8D45DC00000000000684A40197ECBF7E7D45DC0C830822106684A402D883721E3D45DC0CB23C9BD0A684A40A87D29F2DAD45DC0785380DE0A684A408498F0F0C3D45DC034A5F5B704684A401015996FB3D45DC0701F03C303684A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718878651,1718878812,1718878850,1718878852,1718878800,1718878796}	\N	\N	\N	\N
42049552	14337961	2012-12-19 23:32:12	14337961	W	159790458	2	DELETE	t	t	t	\N	\N	0102000020E61000000400000098755A12FBD45DC09CF97A63AD674A400053AB54F5D45DC0CC3ED9DEB8674A40FCB8ECC6F1D45DC0E94CDA54DD674A4090691261E8D45DC00000000000684A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718877225,1718877390,1718878077,1718878651}	\N	\N	\N	\N
42049551	14337961	2012-12-19 23:32:12	14337961	W	159790447	2	DELETE	t	t	t	\N	\N	0102000020E61000002600000077F86BB246D75DC06F2821FD9B6A4A40F91EE4AB53D75DC0AE8CFCB0946A4A405738938062D75DC0347A7FCD836A4A40DA4A9EA16ED75DC0A860E86C5C6A4A40D2AF085971D75DC0BFE9A7493A6A4A4085155DCD70D75DC088A4164A266A4A40A5F55C4B6DD75DC0A14B38F4166A4A40746B88E06ED75DC01B344F09E3694A40D0CB722376D75DC0F2B6D26BB3694A40F78EBF596FD75DC0619390A394694A407E665AAC72D75DC070754A5178694A40AC4E18DE76D75DC03D7A68C471694A409E2F51186FD75DC090300C5872694A40F8C209F16DD75DC02D91B0146E694A400CB9AD8875D75DC0E416F37343694A401B283ADC58D75DC09D3C1BA842694A40CF3DDAEE54D75DC0ADB5413745694A408D2892544BD75DC0D706DD1445694A40ADC3D1553AD75DC091CD9F8037694A40B0CF9CF529D75DC07AC5538F34694A40F056F1A11FD75DC0BABCDEA238694A40FBC1AF4717D75DC0E0EF614040694A400C218C440DD75DC06EECC84741694A401BCA3FE9FAD65DC01A83989537694A404AE30632F1D65DC0D1C721872D694A40F99DCB79EBD65DC05BCB097F2B694A40B5EF4053E5D65DC0A3C8FF8936694A40A0BCD930D4D65DC0E129E44A3D694A40CD11E802CDD65DC011AE80423D694A409D195822ABD65DC0EB1560692A694A405A2CEA38A3D65DC0F767F5C429694A40770E0AEF97D65DC0D79EFE582D694A40805E02017CD65DC0ED1E8FCF1A694A409774948359D65DC0AF47E17A14694A406F01576856D65DC0D71C7B5116694A401E8535DF52D65DC09F9E2DD626694A4059A0826852D65DC012CE5D013B694A40758703D74BD65DC0FB100A0044694A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718888718,1718888507,1718888132,1718887536,1718886801,1718886526,1718886386,1718885629,1718884779,1718884242,1718883786,1718883670,1718883684,1718883600,1718882943,1718882937,1718882965,1718882962,1718882846,1718882822,1718882857,1718882916,1718882924,1718882848,1718882766,1718882743,1718882835,1718882898,1718882897,1718882730,1718882723,1718882764,1718882562,1718882508,1718882523,1718882682,1718882871,1718882953}	\N	\N	\N	\N
42049550	14337961	2012-12-19 23:32:12	14337961	W	159790444	2	DELETE	t	t	t	\N	\N	0102000020E610000022000000758703D74BD65DC0FB100A0044694A40513B57EF4BD65DC0486062E245694A40B02F23064BD65DC03BDA82EF47694A402531F77F44D65DC01F32E54350694A40D03AF4273BD65DC0E7CD3C1460694A402D149FF133D65DC0A2084E2267694A405A6034D021D65DC0A11FFC7A74694A401AEDA7B51FD65DC0AD57EC8A74694A4082B053AC1AD65DC07493629170694A40DEF98F9614D65DC05C57CC086F694A40CF2D196C0FD65DC0F7B9354470694A4032ADF2A908D65DC0475E317E75694A404053AF5B04D65DC09C0CD81F72694A40F936589302D65DC0BAAFB95972694A403B88427001D65DC0E80D411F76694A4029907EA001D65DC00A3A104878694A4089844AB700D65DC0FDB330557A694A409217E30DFAD55DC07C5A8F0C83694A40BD129216F8D55DC05884ACB882694A408C3A2982EED55DC0FF0758AB76694A403C2064B4E9D55DC059F734CC75694A4078B7B244E7D55DC0A4795B446F694A4039BD8BF7E3D55DC0DC8A581F6A694A400C20216FDED55DC0D1D61C7B51694A4006604DAFDED55DC0D2634ADA43694A40A1E52FE3DCD55DC05F09490B3C694A40A7E4E665DED55DC07D5EF1D423694A40059F3072E0D55DC05C8649021E694A40562FBFD3E4D55DC04DB7369E19694A40DE3AA4BDE6D55DC03DA06CCA15694A4025E4CD2BE8D55DC00AE4C8B903694A4081F10C1AFAD55DC0CE154ACBED684A4002B6285808D65DC0F9D96DBCE0684A40856973F714D65DC02E573F36C9684A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718882953,1718882970,1718882989,1718883060,1718883268,1718883448,1718883716,1718883717,1718883660,1718883620,1718883653,1718883735,1718883680,1718883686,1718883753,1718883785,1718883839,1718883978,1718883974,1718883764,1718883747,1718883628,1718883514,1718883077,1718882950,1718882881,1718882654,1718882585,1718882551,1718882519,1718882308,1718882070,1718881909,1718881570}	\N	\N	\N	\N
42049549	14337961	2012-12-19 23:32:12	14337961	W	159790443	2	DELETE	t	t	t	\N	\N	0102000020E610000021000000AB18F89B9AD65DC060FC7E7BE8604A400291346EA0D65DC036785F950B614A40384B6EB99FD65DC0DC1B32D417614A40820F142E9AD65DC02F8D5F7825614A408E05854199D65DC03EBBD7A436614A405E02A6C28ED65DC06C1D667968614A4029AD646C8DD65DC0FE439F3479614A4063E4767984D65DC0635D818D90614A409BD5969581D65DC04FB51666A1614A407EDCC8867FD65DC019A65B1BCF614A40A9D7D24870D65DC0B2C05774EB614A4070BAC0406BD65DC025AE08A3FE614A40335184D46DD65DC0FCE769C020624A408E637F3477D65DC0D4B7713040624A404DD3B19476D65DC02F52280B5F624A404E3B46C373D65DC0A855F48766624A40B1CB4B5961D65DC03A1AD18778624A40E9D9ACFA5CD65DC00C4FF92180624A405E54E64155D65DC09059AC9795624A40BFB0468751D65DC014C9FC48B6624A40E91B87B050D65DC0C5D21B49DD624A40233FD12B54D65DC0C7DF51BEFB624A40A2478C9E5BD65DC0D2D50C5F15634A40A743A7E75DD65DC000BC4F9F2E634A40A2890B9B5CD65DC05F51007B3B634A401C79C5F855D65DC0BBE875D54D634A40ABA6DA5D56D65DC054A40C665D634A4008CE19515AD65DC059F4F34B69634A40F64883DB5AD65DC09139854B7D634A407152E28453D65DC07427D87F9D634A40692A7A9656D65DC0187AC4E8B9634A40BCDA40704BD65DC03D7C3E6FCF634A40E550757E40D65DC04AA93A9AD9634A40		"source"=>"NRCan-CanVec-8.0", "highway"=>"footway"	{}	{1718855613,1718855983,1718856090,1718856192,1718856320,1718856762,1718856906,1718857091,1718857311,1718857721,1718858047,1718858559,1718859219,1718859821,1718860084,1718860148,1718860308,1718860377,1718860583,1718860892,1718861341,1718861679,1718862134,1718862312,1718862414,1718862566,1718862683,1718862771,1718862937,1718863216,1718863453,1718863830,1718864023}	\N	\N	\N	\N
