52828465	13275677	2012-09-27 17:21:03	13275677	W	183198528	1	CREATE	\N	\N	\N	\N	0102000020E610000005000000E72F3E16EC9A3240B0D3A30458F04840C6A1235E439B324056A247E757F04840E72F3E16EC9A324091CA5E002BF04840D1820651AD9A3240459E245D33F04840E72F3E16EC9A3240B0D3A30458F04840	\N	"landuse"=>"construction"	\N	{1935651033,1935651032,1935651014,1935651027,1935651033}	\N	\N	\N	\N	\N
52828464	13275677	2012-09-27 17:21:02	13275677	W	183198526	1	CREATE	\N	\N	\N	\N	0102000020E610000005000000CF3E45C4839A3240400FFFFA32F048407AB6FDE19D9A3240B9E177D32DF048403E0B9D32929A3240466DD1B826F048407C6BBB64779A32407FFD101B2CF04840CF3E45C4839A3240400FFFFA32F04840	\N	"landuse"=>"forest"	\N	{1935651026,1935651021,1935651013,1935651018,1935651026}	\N	\N	\N	\N	\N
52828463	13275677	2012-09-27 17:21:02	13275677	W	183198525	1	CREATE	\N	\N	\N	\N	0102000020E6100000050000004F5F2A919F9A32407CBD569D30F04840B3E43B42179A32408B89720E43F04840C91DDBD7269A32406ECA709758F04840F0A83121E69A3240A43F8FAC57F048404F5F2A919F9A32407CBD569D30F04840	\N	"landuse"=>"farmland"	\N	{1935651023,1935651029,1935651034,1935651031,1935651023}	\N	\N	\N	\N	\N
