52170940	14211906	2012-12-09 12:27:45	14211906	N	999902821	3	MODIFY	f	t	\N	\N	0101000020E6100000B3E496FB894B254028113C1977DA4640	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170939	14211906	2012-12-09 12:27:45	14211906	N	999404914	2	MODIFY	f	t	\N	\N	0101000020E6100000DEB3098BE55D5CC0E0466F5DD6CA4640	\N	"ford"=>"yes", "source"=>"yahoo"	"source"=>"yahoo", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170938	14211906	2012-12-09 12:27:45	14211906	N	998852635	2	MODIFY	f	t	\N	\N	0101000020E6100000BFCB56A87F723840957950F5D0114340	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170937	14211906	2012-12-09 12:27:44	14211906	N	998782498	3	MODIFY	f	t	\N	\N	0101000020E61000003D19D29794452640186D9F9FF3EF4640	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170936	14211906	2012-12-09 12:27:44	14211906	N	998529390	3	MODIFY	f	t	\N	\N	0101000020E6100000F3A908DC5F62F8BFC0B74489F1964A40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170935	14211906	2012-12-09 12:27:44	14211906	N	996352456	3	MODIFY	f	t	\N	\N	0101000020E6100000886EAC7A2F385AC0A9F34D3F4DC04540	\N	"ford"=>"yes", "source"=>"Yahoo"	"source"=>"Yahoo", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170934	14211906	2012-12-09 12:27:44	14211906	N	996344174	2	MODIFY	f	t	\N	\N	0101000020E61000006D3997E22A2E5AC0D07355EAA3C54540	\N	"ford"=>"yes", "source"=>"Yahoo"	"source"=>"Yahoo", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170933	14211906	2012-12-09 12:27:44	14211906	N	995801185	3	MODIFY	f	t	\N	\N	0101000020E6100000A810D951E62C2540875C5FDA26284A40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170932	14211906	2012-12-09 12:27:44	14211906	N	993431183	3	MODIFY	f	t	\N	\N	0101000020E6100000B06AB52C043E26407BB5487FD4794940	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170931	14211906	2012-12-09 12:27:44	14211906	N	993036538	2	MODIFY	f	t	\N	\N	0101000020E6100000506B3FBE299A4240D4D347E00FBB4B40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170930	14211906	2012-12-09 12:27:44	14211906	N	992940153	2	MODIFY	f	t	\N	\N	0101000020E6100000F60A0BEE07B82A404CF3D8E08E944940	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170929	14211906	2012-12-09 12:27:44	14211906	N	992889633	2	MODIFY	f	t	\N	\N	0101000020E6100000A0104B146BC54740BD8A3155D5355040	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170928	14211906	2012-12-09 12:27:44	14211906	N	991319893	2	MODIFY	f	t	\N	\N	0101000020E6100000EB2AEE89BFAB2840B8C3CB7800CC4840	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170927	14211906	2012-12-09 12:27:43	14211906	N	990485646	2	MODIFY	f	t	\N	\N	0101000020E61000006089512168DE2B4036A094FF7F1F4540	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170926	14211906	2012-12-09 12:27:43	14211906	N	989132577	4	MODIFY	f	t	\N	\N	0101000020E6100000D9A55714C02F41409D71D014F0A24A40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170925	14211906	2012-12-09 12:27:43	14211906	N	989040505	2	MODIFY	f	t	\N	\N	0101000020E61000008BAB25789EFB29404EF04DD367F54840	\N	"ford"=>"yes", "source"=>"survey"	"source"=>"survey", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170924	14211906	2012-12-09 12:27:43	14211906	N	989007791	3	MODIFY	f	t	\N	\N	0101000020E6100000014576EFF20621400F9FCFDB33FB4840	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170923	14211906	2012-12-09 12:27:43	14211906	N	988966897	2	MODIFY	f	t	\N	\N	0101000020E6100000845C4EAECE762840C02500FF94B04940	\N	"foot"=>"yes", "ford"=>"yes", "horse"=>"yes", "bicycle"=>"no", "vehicle"=>"no"	"foot"=>"yes", "horse"=>"yes", "bicycle"=>"no", "highway"=>"ford", "vehicle"=>"no"	\N	\N	\N	\N	\N	\N
52170922	14211906	2012-12-09 12:27:43	14211906	N	988746831	2	MODIFY	f	t	\N	\N	0101000020E6100000D2C3D0EAE4254140B55373B9C1574E40	\N	"ford"=>"yes", "image"=>"http://picasaweb.google.com/onehalf3544/bVgKQH#5538741168440866530"	"image"=>"http://picasaweb.google.com/onehalf3544/bVgKQH#5538741168440866530", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170921	14211906	2012-12-09 12:27:43	14211906	N	987069927	4	MODIFY	f	t	\N	\N	0101000020E6100000E321E75839532740BCD12236B3B94740	\N	"ford"=>"yes"	"ford"=>"yes", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170920	14211906	2012-12-09 12:27:43	14211906	N	986948670	3	MODIFY	f	t	\N	\N	0101000020E61000008B130434B61052C0B45549641F8E3240	\N	"ford"=>"yes", "source"=>"survey"	"source"=>"survey", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170919	14211906	2012-12-09 12:27:43	14211906	N	986413743	3	MODIFY	f	t	\N	\N	0101000020E6100000A1DF5229D15D21C0499AE4EC42944240	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170918	14211906	2012-12-09 12:27:43	14211906	N	986413723	3	MODIFY	f	t	\N	\N	0101000020E6100000BA484673096021C0265FBF16AA944240	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170917	14211906	2012-12-09 12:27:43	14211906	N	985568734	2	MODIFY	f	t	\N	\N	0101000020E61000007321A00C9FCE0FC08023264D280C4A40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170916	14211906	2012-12-09 12:27:43	14211906	N	984669013	3	MODIFY	f	t	\N	\N	0101000020E610000049B258D4715644400B3895568DF54240	\N	"ford"=>"yes", "source"=>"bing"	"source"=>"bing", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170915	14211906	2012-12-09 12:27:43	14211906	N	984668865	3	MODIFY	f	t	\N	\N	0101000020E61000004B822678F9524440C89F0326CBF84240	\N	"ford"=>"yes", "source"=>"bing"	"source"=>"bing", "highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170914	14211906	2012-12-09 12:27:42	14211906	N	984291273	4	MODIFY	f	t	\N	\N	0101000020E610000049F839991341384033045B80111F4440	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170913	14211906	2012-12-09 12:27:42	14211906	N	983597909	2	MODIFY	f	t	\N	\N	0101000020E6100000B0C513E6E27C1FC07CED992501AF4240	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170912	14211906	2012-12-09 12:27:42	14211906	N	983597787	2	MODIFY	f	t	\N	\N	0101000020E6100000FEDC2B4E10781FC06C9F443AF2AE4240	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170911	14211906	2012-12-09 12:27:42	14211906	N	983131500	2	MODIFY	f	t	\N	\N	0101000020E610000005C99640A54255C066D6F78667E22440	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170910	14211906	2012-12-09 12:27:42	14211906	N	983098076	2	MODIFY	f	t	\N	\N	0101000020E610000083DA6FED44184040359C8DF051514D40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170909	14211906	2012-12-09 12:27:42	14211906	N	982931607	2	MODIFY	f	t	\N	\N	0101000020E6100000F8F65388EC601EC03EAEB25B70A74240	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170908	14211906	2012-12-09 12:27:42	14211906	N	982650426	2	MODIFY	f	t	\N	\N	0101000020E610000069CFC023851D45404135142D2F764D40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170907	14211906	2012-12-09 12:27:42	14211906	N	982650365	2	MODIFY	f	t	\N	\N	0101000020E6100000A5A9F985B2334540C214E5D2F8704D40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170906	14211906	2012-12-09 12:27:42	14211906	N	982622454	2	MODIFY	f	t	\N	\N	0101000020E6100000E49535FB4D924540EC2983B4106E4D40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
52170905	14211906	2012-12-09 12:27:42	14211906	N	982342917	3	MODIFY	f	t	\N	\N	0101000020E6100000D9A0E52FE3FC18407D6A0602AE534940	\N	"ford"=>"yes", "motorcar"=>"no"	"highway"=>"ford", "motorcar"=>"no"	\N	\N	\N	\N	\N	\N
52170904	14211906	2012-12-09 12:27:42	14211906	N	982308301	2	MODIFY	f	t	\N	\N	0101000020E6100000DD8EBAE70A224540CA3159DC7F534D40	\N	"ford"=>"yes"	"highway"=>"ford"	\N	\N	\N	\N	\N	\N
