64486974	14530383	2013-01-04 19:58:49	14530383	N	1531296356	2	MODIFY	t	f	\N	\N	0101000020E6100000DCA62ECF39EA264021ACC612D6464940	0101000020E6100000952243D83AEA26404B253CA1D7464940	"power"=>"tower"	"power"=>"tower"	\N	\N	\N	\N	\N	\N
64486975	14530383	2013-01-04 19:58:49	14530383	N	1531296387	2	MODIFY	t	f	\N	\N	0101000020E6100000187ECBF7E7F12640158A198634474940	0101000020E610000027F33405D7F12640B9E4B8533A474940	"power"=>"tower"	"power"=>"tower"	\N	\N	\N	\N	\N	\N
64486976	14530383	2013-01-04 19:58:49	14530383	N	1531296391	2	MODIFY	t	f	\N	\N	0101000020E6100000F616C5611FF3264038AE354A4D474940	0101000020E61000009D5B32D81EF3264056AD3BCC4D474940	"power"=>"tower"	"power"=>"tower"	\N	\N	\N	\N	\N	\N
64486977	14530383	2013-01-04 19:58:49	14530383	N	1531296396	2	MODIFY	t	f	\N	\N	0101000020E6100000FE3FF3DEBDF42640A4D8767F61474940	0101000020E6100000CD920035B5F426403E77274465474940	"power"=>"tower"	"power"=>"tower"	\N	\N	\N	\N	\N	\N
64486978	14530383	2013-01-04 19:58:49	14530383	N	1531296397	2	MODIFY	t	f	\N	\N	0101000020E6100000726A6798DAF62640CC576E0E7C474940	0101000020E6100000925B38B5D8F6264001039C397F474940	"power"=>"tower"	"power"=>"tower"	\N	\N	\N	\N	\N	\N
64486979	14530383	2013-01-04 19:58:49	14530383	N	1531296401	2	MODIFY	t	f	\N	\N	0101000020E6100000A21639FA4EFA264087FD9E58A7474940	0101000020E61000001356197C50FA2640EB7420EBA9474940	"power"=>"tower"	"power"=>"tower"	\N	\N	\N	\N	\N	\N
64486980	14530383	2013-01-04 19:58:49	14530383	N	1564300863	2	MODIFY	t	f	\N	\N	0101000020E6100000CDD3145C07EA26406C031CE7DB464940	0101000020E6100000B78C8AEE0FEA264030890EDCDC464940	"name"=>"Siebentaelerblick", "amenity"=>"shelter", "shelter_type"=>"weather_shelter"	"name"=>"Siebentaelerblick", "amenity"=>"shelter", "shelter_type"=>"weather_shelter"	\N	\N	\N	\N	\N	\N
64486981	14530383	2013-01-04 19:58:51	14530383	N	946654851	3	MODIFY	f	t	\N	\N	0101000020E6100000E9EDCF4543EE26407181BA3775454940	\N		"TODO"=>"extend"	\N	\N	\N	\N	\N	\N
64486982	14530383	2013-01-04 19:58:51	14530383	N	1457188247	2	DELETE	f	t	\N	\N	\N	0101000020E61000009B5C8C8175F826404165FCFB8C474940		"FIXME"=>"continue"	\N	\N	\N	\N	\N	\N
64486931	14530383	2013-01-04 19:58:37	14530383	W	199547496	1	CREATE	\N	\N	\N	\N	0102000020E61000000700000046E059CC19EF2640C050D1A288444940082A99524DEF26402383DC45984449407FF0EBD165EF264099F5BDE199444940641EF98381EF2640997FF44D9A444940E569AFF490EF2640ABBF14D4A6444940E8AD7081BAEF26401DA78D8FBB444940629A8EA5B4EF26400852CEBCC1444940	\N	"source"=>"bing", "highway"=>"track"	\N	{2095430049,2095430071,2095430072,2095430073,2095430078,2095430083,2095430092}	\N	\N	\N	\N	\N
64486932	14530383	2013-01-04 19:58:37	14530383	W	199547497	1	CREATE	\N	\N	\N	\N	0102000020E6100000070000002DD736209DE92640CE0D976604474940CF705EF7B1E926406BB0BA1F0147494049B42E7FCFE92640638D695CEE464940C3F7FE06EDE92640202DCE18E64649403EA363BD07EA2640DCCC32D5DD46494036FD231D2FEA2640C0BFF7EDDA464940D45D7E4C10EA2640A913D044D8464940	\N	"foot"=>"yes", "highway"=>"path"	\N	{2095430193,1563589976,1563589971,1563589968,1563589967,1563589966,2095430185}	\N	\N	\N	\N	\N
64486905	14530383	2010-10-13 12:21:35	6029175	W	81250530	1	AFFECT	t	f	f	\N	0102000020E6100000020000005E6397A8DEEE2640CA4807358D4549402C79E173CCEE26400639DED38B454940	0102000020E610000002000000B0B1A60DE2EE2640BE9A4D918D4549407EC7F0D8CFEE2640FA8A24308C454940	"layer"=>"1", "bridge"=>"yes", "highway"=>"track", "tracktype"=>"grade2"	\N	{707393114,707393118}	\N	\N	\N	\N	\N
64486906	14530383	2010-12-09 08:52:36	6592928	W	81250532	5	AFFECT	t	f	f	\N	0102000020E6100000030000002C79E173CCEE26400639DED38B454940602CC203B9EE26408F4AFB308C4549408CC1C3B46FEE26401CF972558F454940	0102000020E6100000030000007EC7F0D8CFEE2640FA8A24308C454940602CC203B9EE26408F4AFB308C4549408CC1C3B46FEE26401CF972558F454940	"highway"=>"track", "tracktype"=>"grade2"	\N	{707393118,946654880,946654886,707393121,946654848,707393137,707393144,947480901,947480902,947480909,947480907,947480920,1023707447,1029344956,1029345210,1029344557,1029344468,1029345501,1029344282,1029345276,1029345557,1029344925,1029345041,1029344360,1029344630,1029345767,1029344770,1029345907,1029344386}	\N	\N	\N	\N	\N
