1283537989	1	t	334153	2011-05-13 23:39:04	8136860		0101000020E6100000D9576831C2FA57C004482355CA1D4540
2117991187	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E61000008CEC9458E3F857C09550B0B5AD1C4540
2117991188	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000C71EEBF3E2F857C09C30067BB81C4540
2117991189	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000F50C86DFF2F857C0A47E28E2BE1C4540
2117991190	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000403965C9F7F857C085AA3D91CC1C4540
2117991191	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E610000073B9C15007F957C08C3F9B66CB1C4540
2117991192	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E61000004BD6975B10F957C0F88DAF3DB31C4540
2117991193	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E61000002C5B35191FF957C0A47E28E2BE1C4540
2117991194	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000013BEDDF2BF957C01FFBB4E5B71C4540
2117991195	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000429D4DA239F957C048217F1FC41C4540
2117991196	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E610000076F810F953F957C05ACBAEC5B81C4540
2117991197	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000F4A44C6A68F957C01F46ADD5C31C4540
2117991198	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000EB909BE186F957C07A2B5CA0EE1C4540
2117991199	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000551344DD87F957C02B436678FD1C4540
2117991200	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E610000049E70D419FF957C0C466DBC4241D4540
2117991201	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E61000001B7222B0A8F957C0680932022A1D4540
2117991202	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E610000004C69F4DB3F957C010D31973321D4540
2117991203	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000E8C47993BAF957C0477C821F301D4540
2117991204	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E61000009E730179C0F957C0093EBC9D331D4540
2117991205	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000BC671316CBF957C0C61FA0562C1D4540
2117991206	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E610000029024125D3F957C00E654DD1361D4540
2117991207	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000A596F782E0F957C054F135BA391D4540
2117991208	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000C8BA1347F9F957C023731BC3521D4540
2117991209	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E61000004AC4A574FAF957C02E7A02BC601D4540
2117991210	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E610000009F8DAD811FA57C0E72A27EB811D4540
2117991211	1	t	129127	2013-01-18 17:24:20	14698811		0101000020E6100000805C870F11FA57C058C5C0DFD41D4540
2117991212	1	t	129127	2013-01-18 17:24:21	14698811		0101000020E61000004742B68718FA57C0A69FCB2FDE1D4540
2117991213	1	t	129127	2013-01-18 17:24:21	14698811		0101000020E610000054FF209221FA57C0A69FCB2FDE1D4540
2117991214	1	t	129127	2013-01-18 17:24:21	14698811		0101000020E61000005B47B0CC36FA57C09E51A9C8D71D4540
2117991215	1	t	129127	2013-01-18 17:24:21	14698811		0101000020E6100000CBD4C9BE50FA57C0A69FCB2FDE1D4540
2117991216	1	t	129127	2013-01-18 17:24:21	14698811		0101000020E6100000FC17080264FA57C042F4FF05DD1D4540
